img,التاريخ,المورد,الرقم_الضريبي,رقم_الفاتورة,الصنف,الوحدة,سعر_الوحدة,الكمية,قبل_الضريبة,الضريبة,الإجمالي,طريقة_الدفع
IMG_1866.jpeg,2026-05-04,"شركة دار السالمين التجارية",311327878700003,680961,"بيبسي علب شد 24",كرتون,47.5,2,95.00,14.25,109.25,
IMG_1866.jpeg,2026-05-04,"شركة دار السالمين التجارية",311327878700003,680961,"حمضيات علب شد 24",كرتون,46.75,2,93.50,14.03,107.53,
IMG_1866.jpeg,2026-05-04,"شركة دار السالمين التجارية",311327878700003,680961,"عصير ربيع",كرتون,43,3,129.00,19.35,148.35,
IMG_1866.jpeg,2026-05-04,"شركة دار السالمين التجارية",311327878700003,680961,"مياه حياة قارورة شد 40",كرتون,12,3,36.00,5.40,41.40,
IMG_1866.jpeg,2026-05-04,"شركة دار السالمين التجارية",311327878700003,680961,"ديو شد 24",كرتون,,,,,,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,4,840.00,126.00,966.00,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"علب وجبه فلين مقسم شد 100",ربطة,33,2,66.00,9.90,75.90,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"ALA000004 الاسم غير مقروء",ربطة,52,2,104.00,15.60,119.60,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"حمضيات علب شد 24",كرتون,46.75,1,46.75,7.01,53.76,
IMG_1867.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681833,"عصير ربيع",كرتون,43,2,86.00,12.90,98.90,
IMG_1868.jpeg,2026-05-09,"شركة دار السالمين التجارية",311327878700003,681845,"ALA000005 الاسم غير مقروء",ربطة,60,2,120.00,18.00,138.00,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"شاورما لحم 10كيلو C-18",كرتون,200,4,800.00,120.00,920.00,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"اكياس 18 شد",ربطة,40,1,40.00,6.00,46.00,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"اكياس 15 شد",ربطة,40,1,40.00,6.00,46.00,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"علب وجبه فلين مقسم شد 100",ربطة,30,1,30.00,4.50,34.50,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"كلور 30لتر",سطل,35,1,35.00,5.25,40.25,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"صلصة فلفل امل نور 4*4كيلو",كرتون,180,0.25,45.00,6.75,51.75,
IMG_1869.jpeg,2026-06-01,"شركة دار السالمين التجارية",311327878700003,685591,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,
IMG_1872.jpeg,2026-05-11,"شركة دار السالمين التجارية",311327878700003,682242,نشا,كيس,54,1,54.00,8.10,62.10,
IMG_1872.jpeg,2026-05-11,"شركة دار السالمين التجارية",311327878700003,682242,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,
IMG_1872.jpeg,2026-05-11,"شركة دار السالمين التجارية",311327878700003,682242,"حمضيات علب شد 24",كرتون,46.75,1,46.75,7.01,53.76,
IMG_1872.jpeg,2026-05-11,"شركة دار السالمين التجارية",311327878700003,682242,"اكياس 18 شد",ربطة,40,1,40.00,6.00,46.00,
IMG_1872.jpeg,2026-05-11,"شركة دار السالمين التجارية",311327878700003,682242,"جبنة شرائح برايد صفراء 10*24",كرتون,94,1,94.00,14.10,108.10,
IMG_1873.jpeg,2026-05-12,"شركة دار السالمين التجارية",311327878700003,682326,"شاورما لحم 10كيلو C-18",كرتون,200,4,800.00,120.00,920.00,
IMG_1873.jpeg,2026-05-12,"شركة دار السالمين التجارية",311327878700003,682326,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,40,4,160.00,24.00,184.00,
IMG_1873.jpeg,2026-05-12,"شركة دار السالمين التجارية",311327878700003,682326,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,
IMG_1873.jpeg,2026-05-12,"شركة دار السالمين التجارية",311327878700003,682326,"عصير ربيع",كرتون,43,2,86.00,12.90,98.90,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,3,630.00,94.50,724.50,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"اكياس 15 شد",ربطة,40,1,40.00,6.00,46.00,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"مناديل كفر طبقتين",لفه,23,1,23.00,3.45,26.45,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"حبه صلصة جبنة الشيدار فرشلي 3كيلو",حبه,50,1,50.00,7.50,57.50,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"كتشب بيدر شد4",كرتون,68,0.5,34.00,5.10,39.10,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,
IMG_1874.jpeg,2026-05-07,"شركة دار السالمين التجارية",311327878700003,681448,"لحم بقر توب سايد برازيلي C-18",كيلو,29,22.73,659.17,98.88,758.05,
IMG_1878.jpeg,,,,0303,,,,,,,,
IMG_1880.jpeg,2026-05-17,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,13961,"لبن المراعي",حبه,,1.000,12.61,1.89,14.50,
IMG_1884.jpeg,2026-05-13,"شركة مخازن المملكة العالمية",310619174800003,1924732,"صنف 38849 - 380 جرام - الاسم غير مقروء",حبة,3.98,6.00,,3.12,23.90,نقدي
IMG_1885.jpeg,2026-05-13,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,12684,"صنف غير مقروء",,,,6.96,1.04,8.00,
IMG_1890.jpeg,2026-05-09,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,11082,"حليب المراعي كامل الدسم 2لتر",حبه,,1.000,,,11.000,
IMG_1890.jpeg,2026-05-09,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,11082,"زبادي المراعي 1 كيلو",حبه,,1.000,,,8.000,
IMG_1902.jpeg,,,,0257,صحن,,,,,,,
IMG_1903.jpeg,,,,0272,صحن,,,,,,27,
IMG_1904.jpeg,,,,0288,صحن,,,,,,,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"شاورما لحم 10كيلو C-18",كرتون,200,4,800.00,120.00,920.00,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"بهارات - كود BAK000001 الاسم غير مقروء",حبه,31,1,31.00,4.65,35.65,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"زيت دوار شمس 6*1.5لتر",كرتون,68,1,68.00,10.20,78.20,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"زيت دلال تنك 17 لتر",تنك,103,2,206.00,30.90,236.90,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"علب وجبه فلين مقسم شد 100",ربطة,30,2,60.00,9.00,69.00,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"مياه حياة قارورة شد 40",كرتون,12,2,24.00,3.60,27.60,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"ديو علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"بيبسي علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"حمضيات علب 30*240مل",كرتون,47.5,2,95.00,14.25,109.25,
IMG_1905.jpeg,2026-05-15,"شركة دار السالمين التجارية",311327878700003,682856,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,
IMG_1907.jpeg,,,,0018,"غير مقروء",,,,,,,
IMG_1907.jpeg,,,,0018,"غير مقروء",,,,,,,
IMG_1908.jpeg,,,,0026,صحن,,,,,,85,
IMG_1909.jpeg,,,,0058,صحن,,,,,,40,
IMG_1910.jpeg,,,,0042,صحن,,,,,,20,
IMG_1912.jpeg,,,,0007,صحن,,,,,,87,
IMG_1913.jpeg,,,,0991,صحن,,,,,,85,
IMG_1914.jpeg,2026-05-02,"شركة دار السالمين التجارية",311327878700003,680440,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,3,630.00,94.50,724.50,نقدي
IMG_1914.jpeg,2026-05-02,"شركة دار السالمين التجارية",311327878700003,680440,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1914.jpeg,2026-05-02,"شركة دار السالمين التجارية",311327878700003,680440,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1914.jpeg,2026-05-02,"شركة دار السالمين التجارية",311327878700003,680440,"حبه جونتي اسود شدXL100",حبه,8,10,80.00,12.00,92.00,نقدي
IMG_1914.jpeg,2026-05-02,"شركة دار السالمين التجارية",311327878700003,680440,"حبه قصدير سعودي فويل 300",حبه,47,2,94.00,14.10,108.10,نقدي
IMG_1915.jpeg,,,,0879,صحن,,,,,,75,
IMG_1916.jpeg,,,,0864,,,,,,,,
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"كتشب بيدر شد1000",كرتون,50,1,50.00,7.50,57.50,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"علب وجبه فلين مقسم شد100",ربطة,33,1,33.00,4.95,37.95,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"زيت دلال تنك 17 لتر",تنك,103,1,103.00,15.45,118.45,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"ملح ناعم 4كيلو",كيس,5,2,10.00,1.50,11.50,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"طحينة الجميل 14كيلو",تنك,165,1,165.00,24.75,189.75,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"شاورما جي سي برازيلي 10كيلو C-18",كرتون,210,3,630.00,94.50,724.50,نقدي
IMG_1917.jpeg,2026-05-03,"شركة دار السالمين التجارية",311327878700003,680757,"بطاطس مايدا 2.5*4كيلو C-18",كرتون,52,4,208.00,31.20,239.20,نقدي
IMG_1918.jpeg,2026-05-10,,,0976,صحن,,,,,,88,
IMG_1920.jpeg,2026-05-09,,,0960,صحن,,,,,,55,
IMG_1921.jpeg,2026-05-06,,,0847,صحن,,,,,,44,
IMG_1922.jpeg,,,,0732,,,,,,,,
IMG_1923.jpeg,2026-05-11,,,0924,صحن,,,,,,55,
IMG_1924.jpeg,2026-05-07,,,0908,صحن,,,,,,95,
IMG_1925.jpeg,,,,0942,صحن,,,,,,50,
IMG_1926.jpeg,2026-05-05,,,0894,صحن,,,,,,87,
IMG_1927.jpeg,2026-05-05,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,10529,"سكر الأسرة 1ك",,5,1.00,,,5.00,
IMG_1927.jpeg,2026-05-05,"مؤسسة اضواء درة الحمراء للمواد الغذائية",310245143500003,10529,"زبادي المراعي 1كيلو",,8,1.00,,,8.00,
IMG_1931.jpeg,2026-09-09,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22114,"بطاطس فرايتو مجمدة 2.5 جرام",كرتون,43.48,2,86.96,,100.00,نقدي
IMG_1931.jpeg,2026-09-09,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22114,"شوال علاقي رقم 15 الشمال/اراك",شدة,34.78,1,34.78,,40.00,نقدي
IMG_1932.jpeg,2026-09-08,"شركة أطياب النماص",314134723100003,15535,"شاورما ساديا 4×2.5",كرتون,230.00,1.00,200.00,30.00,230.00,نقدي
IMG_1933.jpeg,2026-09-08,"شركة متاجر ابيات التجارية - مينا باك",311210435900003,260030095001,"قصدير سعودي فويل 45 سم حبة 160*متر",حبة,72,1,62.61,9.39,72.00,نقدي
IMG_1934.jpeg,2026-09-08,"شركة خيمة الضيافة للمحامص",311326545000003,21200720123687,"بطاطس فرايتو مجمدة 2.5 جرام",كرتون,43.48,1,43.48,6.52,50.00,نقدي
IMG_1935.jpeg,2026-09-03,"شركة متاجر ابيات التجارية - مينا باك",311210435900003,260030093306,"شبك مينا باك 10 حبة ربطة 1020*288 2000",ربطة,5.75,2,,,11.50,نقدي
IMG_1935.jpeg,2026-09-03,"شركة متاجر ابيات التجارية - مينا باك",311210435900003,260030093306,"فلين مقسم ام باك ارلون ربطة",ربطة,30,1,,,30.00,نقدي
IMG_1936.jpeg,2026-08-29,"شركة أطياب النماص",314134723100003,14664,"شاورما ساديا 4×2.5",كرتون,235.00,1.00,204.35,30.65,235.00,شبكة
IMG_1937.jpeg,2026-09-03,"مؤسسة رواد المنظفات التجارية",310277717500003,261602037528,"شوال علاقي 6 كيلو",,34.78,2,69.57,10.43,80.00,نقدي
IMG_1938.jpeg,2026-08-29,"شركة أطياب النماص",314134723100003,14664,"شاورما ساديا 4×2.5",كرتون,235.00,1.00,204.35,30.65,235.00,شبكة
IMG_1939.jpeg,2026-08-29,"شركة أطياب النماص",314134723100003,14664,"شاورما ساديا 4×2.5",كرتون,235.00,1.00,204.35,30.65,235.00,شبكة
IMG_1940.jpeg,2026-09-05,"شركة خيمة الضيافة للمحامص",311326545000003,21200720123574,"زيت دلال 17 لتر",لتر,104.35,1,104.35,15.65,120.00,نقدي
IMG_1941.jpeg,2026-09-05,"شركة أطياب النماص",314134723100003,15286,"بطاطس ساديا 4×2.5",كرتون,50.00,1.00,43.48,6.52,50.00,نقدي
IMG_1942.jpeg,2026-09-07,"شركة صقر التغليف التجارية",313030518600003,39638,"ورق ساندويتش 25*35 شاورما دجاج شد 2000",شد,43.00,1.00,37.39,5.61,43.00,نقدي
IMG_1943.jpeg,,"شركة السالمية التجارية - فرع الحمرا",310149351600003,978,"كاتشب رويال 5 كلن جالون",,25.99,1.000,22.60,3.39,25.99,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"شاورما ساديا 10 كجم C-18",كرتون,190.00,1.00,190.00,28.50,218.50,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"بطاطا لامب وستون 10 كجم",كرتون,55.00,1.00,55.00,8.25,63.25,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"زيت دلال 17 لتر",تنك,103.00,1.00,103.00,15.45,118.45,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"زيت زهرتي 1.5 التر",كرتون,67.00,1.00,67.00,10.05,77.05,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"حمص رقم 12",كيس,95.00,1.00,95.00,14.25,109.25,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"نشا اراسكو 25 كجم",كيس,65.00,1.00,65.00,9.75,74.75,نقدي
IMG_1945.jpeg,2026-08-27,"شركة سفير الأطعمة",311167223700003,261100117159,"خل جالون 30 لتر",سطل,53.00,1.00,53.00,7.95,60.95,نقدي
IMG_1946.jpeg,2026-08-26,"شركة دار السالمين التجارية",311327878700003,701119,"مناديل كفر طبقتين",لفه,23,2,46.00,6.90,52.90,نقدي
IMG_1947.jpeg,2026-08-28,"شركة سفير الأطعمة",311167223700003,261100117215,"شاورما ساديا 10 كجم C-18",كرتون,190.00,1.00,190.00,28.50,218.50,نقدي
IMG_1947.jpeg,2026-08-28,"شركة سفير الأطعمة",311167223700003,261100117215,"بطاطا لامب وستون 10 كجم",كرتون,55.00,1.00,55.00,8.25,63.25,نقدي
IMG_1947.jpeg,2026-08-28,"شركة سفير الأطعمة",311167223700003,261100117215,"بيبسي علب",كرتون,46.00,1.00,46.00,6.90,52.90,نقدي
IMG_1947.jpeg,2026-08-28,"شركة سفير الأطعمة",311167223700003,261100117215,"حمضيات علب",كرتون,46.00,1.00,46.00,6.90,52.90,نقدي
IMG_1947.jpeg,2026-08-28,"شركة سفير الأطعمة",311167223700003,261100117215,"ديو علب",كرتون,46.00,1.00,46.00,6.90,52.90,نقدي
IMG_1948.jpeg,2026-09-07,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,21949,"بطاطس فرايتو مجمدة 2.5 جرام",كرتون,43.48,1,43.48,,50.00,نقدي
IMG_1948.jpeg,2026-09-07,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,21949,"كتشب بيدر جالون 4.5 كجم",حبه,19.13,1,19.13,,22.00,نقدي
IMG_1948.jpeg,2026-09-07,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,21949,"فلين مقسم ارتون شاورما",ربطة,30.43,1,30.43,,35.00,نقدي
IMG_1948.jpeg,2026-09-07,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,21949,"زيت دلال 17 لتر",لتر,104.35,1,104.35,,120.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"ميرندا حمضيات علب ٣٢٠مل",كرتون,46.96,1,46.96,,54.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"بيبسي عادي علب ٣٢٠مل",كرتون,46.96,1,46.96,,54.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"ماونتن ديو علب ٣٢٠مل",كرتون,46.96,1,46.96,,54.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"شراب البرتقال الأصلي الربيع ٢٥٠ مل",كرتون,45.22,1,45.22,,52.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"مياه الشافيه ٣٣٠ مل",شدة,4.35,2,8.70,,10.00,نقدي
IMG_1949.jpeg,2026-09-08,"شركة لؤلؤة الجنات التجارية / شركة خيمة الضيافة للمحامص",311326545000003,22028,"حمص رقم ٧ الجميل ١٥ كجم",كيس,52.17,1,52.17,,60.00,نقدي
